Nom de l'objet ou du geste,kg CO2e,Thématique,ID,URL
Marche,0,Transport,marche,https://impactco2.fr/outils/transport/marche
Métro,0.0044399999999999995,Transport,metro,https://impactco2.fr/outils/transport/metro
Moto thermique,0.21669999999999998,Transport,moto,https://impactco2.fr/outils/transport/moto
RER ou Transilien,0.00978,Transport,rer,https://impactco2.fr/outils/transport/rer
Scooter ou moto légère thermique,0.0763,Transport,scooter,https://impactco2.fr/outils/transport/scooter
TER,0.02769,Transport,ter,https://impactco2.fr/outils/transport/ter
TGV,0.00293,Transport,tgv,https://impactco2.fr/outils/transport/tgv
Tramway,0.00428,Transport,tramway,https://impactco2.fr/outils/transport/tramway
Trottinette à assistance électrique,0.0249,Transport,trottinette,https://impactco2.fr/outils/transport/trottinette
Vélo à assistance électrique,0.010950000000000001,Transport,veloelectrique,https://impactco2.fr/outils/transport/veloelectrique
Vélo mécanique,0.00017,Transport,velo,https://impactco2.fr/outils/transport/velo
Voiture électrique,0.10339999999999999,Transport,voitureelectrique,https://impactco2.fr/outils/transport/voitureelectrique
Voiture thermique,0.21760000000000002,Transport,voiturethermique,https://impactco2.fr/outils/transport/voiturethermique
Email,0.00246181262,Usage numérique,email,https://impactco2.fr/outils/usagenumerique/email
Go de données (1 an de stockage dans le cloud),0.00023533417,Usage numérique,stockagedonnee,https://impactco2.fr/outils/usagenumerique/stockagedonnee
Go de données (téléchargement),0.00950468087,Usage numérique,telechargement,https://impactco2.fr/outils/usagenumerique/telechargement
Recherche sur le web,0.00123,Usage numérique,rechercheweb,https://impactco2.fr/outils/usagenumerique/rechercheweb
Spam,0.00373863698,Usage numérique,spam,https://impactco2.fr/outils/usagenumerique/spam
Streaming vidéo,0.06401675291000002,Usage numérique,streamingvideo,https://impactco2.fr/outils/usagenumerique/streamingvideo
Visioconférence,0.05706336546216,Usage numérique,visioconference,https://impactco2.fr/outils/usagenumerique/visioconference
